auction_date,auction_location,auction_name,auction_url,title,url,currency,low_estimate,high_estimate,realised_price,description,Brand,Reference,Year,Case No.,Diameter,Weight,Caliber,Signature,Movement No.,Bracelet,Model,Buckle,Dimensions,Accessories,Thickness,Material,Height,Width,Length
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ROLEX, OYSTER PERPETUAL, CUSTOM UNSIGNED CASE, PINK GOLD",/en/lots/rolex-oyster-perpetual-lot-346-330?page=17,CHF,500,"1,500","2,500","A fine, self-winding, 18k pink gold chronometer wristwatch with anonymous case","Rolex, Swiss",,1960,n/a,33 mm.,,"11'', 17 jewels ",Dial and movement signed,,,Oyster Perpetual,,,,,18k pink gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ROLEX, REF. 18038, DAY-DATE, YELLOW GOLD",/en/lots/rolex-ref-18038-day-date-lot-346-331?page=17,CHF,"7,000","10,000","9,500","A fine, self-winding, 18k yellow gold wristwatch with day and date","Rolex, Swiss",18038,1979,6155817,36 mm.,,"3055, 27 jewels","Dial, case (with engraving) and movement signed",,"18k yellow gold Rolex bracelet, approx. overall length 160 mm.",Day-Date,,,Rolex service box,,18k yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ROLEX, REF. 6565, OYSTER PERPETUAL, STEEL",/en/lots/rolex-ref-6565-oyster-perpetual-lot-346-332?page=17,CHF,"2,300","3,300",,"A fine, attractive, self-winding, stainless steel wristwatch","Rolex, Swiss",6565,1957,236085,34 mm.,,"1030, 25 jewels","Dial, case and movement signed",,"stainless steel Rolex riveted bracelet dated 72, approx. overall length 165 mm.",Oyster Perpetual,,,,,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ROLEX PRECISION,/en/lots/rolex-precision-lot-346-333?page=17,CHF,"2,000","4,000",,"Fine, 18K white gold lady's wristwatch with a textured integral white gold bracelet.","Rolex, Switzerland",,1960,,20 X 22 mm.,,"1400, 18 jewels","Dial, case and movement",,Rolex textured integral white gold,Precision,,,,,18K white gold ,,,155 mm.
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ROLEX, REF. 4017, MIDAS, YELLOW GOLD",/en/lots/rolex-ref-4017-15-midas-lot-346-334?page=17,CHF,"2,500","4,500","3,250","A very fine, well preserved, manual wind, 18k yellow gold wristwatch","Rolex, Swiss",4017 15,,4300519,28 mm.,,"1601, 19 jewels ","Dial, case and movement signed",,leather with a gold plated Rolex buckle,Midas,,,Rolex service pouch,,18k yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ROLEX, REF. 8636, PRECISION, YELLOW GOLD",/en/lots/rolex-ref-8636-precision-lot-346-335?page=17,CHF,"1,000","1,500","1,250","A fine, small, manual wind, 18k yellow gold lady's wristwatch","Rolex, swiss",8636,,896905 (faint),18 mm.,,17 jewels,"Dial, case and movement signed",,"associated anonymous 18k yellow gold bracelet, approx. overall length 162 mm.",Precision ,,,,,18k yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ROLEX DATEJUST STEEL,/en/lots/rolex-ref-16220-datejust-lot-346-336?page=17,CHF,"1,600","2,700","3,750","Fine, center seconds, self-winding, water-resistant stainless steel chronometer wristwatch with date","Rolex, Switzerland",16220,1993,S264998,36 mm.,,"3135, 31 jewels","Dial, case and movement",,stainless steel Rolex “Jubilee” bracelet with deployant clasp,Datejust,,,,,,,,160 mm.
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ROLEX REF. 1510 DATE 18K YELLOW GOLD,/en/lots/rolex-ref-1501-date-lot-346-337?page=17,CHF,"3,900","5,300",,"A fine, 18K yellow gold, self-winding, wristwatch.",Rolex,1501,1969,2223098,34 mm.,,,"dial, case and movement",,leather strap,Date,gold plated (not original),,,,yellow gold ,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ROLEX DATE LADY 18K YELLOW GOLD,/en/lots/rolex-ref-6517-date-lot-346-338?page=17,CHF,"2,700","4,200","3,500","A fine, 18K yellow gold, self-winding, lady's wristwatch, with date.","Rolex, Geneva",6517,1965,1171800,24 mm.,,,"dial, case and movement",,18K yellow gold Rolex bracelet with deployant clasp,Date,,,,,yellow gold ,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,ROLEX PRECISION,/en/lots/rolex-ref-6466-oyesterdate-lot-346-339?page=17,CHF,750,"1,800","2,750","Fine and rare, center seconds, water-resistant, stainless steel mid-size wristwatch with date","Rolex, Switzerland",6466,1982,7328755,31 mm.,,"1225, 17 jewels","Dial, case and movement",,Leather,Oyesterdate ,Stainless steel Rolex buckle,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Rueff Frères   Pocket watch, minute-repeater; 18K yellow gold and enamel",/en/lots/rueff-fra-res-lot-346-340?page=17,CHF,"2,500","5,000","3,500","18K yellow gold, hunting-case, keyless-winding, round-shaped, pocket watch, with subsidiary seconds at 6 and one horological complication: ·   Minute-repeater by two hammers on two steel gongs (activated by the slide located on the case-band at 6 o’clock)  Cover polychrome enamelled with the head of a dog; case-back engraved in taille-douce with the cypher “R S” or “B S”.  Silvered metal dial with radial revolving Arabic numerals; blued steel “Spade” hands.  Movement 18’’’ gilded brass, going barrel, straight-line lever escapement, cut bimetallic compensated balance with poising screws and Palladium hairspring with terminal curve, polished steel index-regulator; repeater work on the main plate, under the dial.","Rueff Frères, La Chaux-de-Fonds",,1910,309 311,47 mm.,76 gr. (approx.),"18’’’, straight-line equilibrated lever escapement, Palladium hairspring (by Lugrin, L’Orient de l’Orbe, Vallée de Joux, and La Chaux-de-Fonds)",dial and cuvette (dome),67 315,,,,,,,18K yellow gold and enamel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"S. I. Tobias   Pair-case stop-seconds pocket watch, patented Massey lever escapement; 18K yellow gold",/en/lots/s-i-tobias-lot-346-341?page=18,CHF,"4,000","6,000",,"18K yellow gold, pair-cased open-face, key-winding, round-shaped, pocket watch, with subsidiary seconds at 6, stop-seconds (activated by the push-piece located on the case-band at 4:30) and patented escapement.  Outer case with cast, chased and engraved, bezel and border; inner case polished.  Gold amati dial with applied pink gold polished radial Roman numerals, with, in the centre, applied varicoloured flowers and foliage decoration; pink gold “Spade” hands.  Movement 19’’’, full plate, fire gilded brass, turned baluster pillars, Liverpool ‘windows’ jeweling with screwed chatons, fusee and chain, maintaining power, patented detached Massey lateral lever escapement (type II), monometallic three-arm balance (probably gold) with peripheral adjustment screws and blued steel flat hairspring, engraved gilded English cock inscribed “Patent”, large diamond end-stone in a blued steel setting, blued steel index regulator; gilded brass sprung dust ring.","S. I. Tobias, Liverpool",,1825,,49 mm.,150.8 gr.,"19’’’, patented detached Massey lateral lever escapement (type II)",movement,4 281,,,,Ø 55.4 mm. (pair-case),,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Saytoko, H. Gribi & Fils   Digital display, date; “Grand Luxe”; chromium plated metal and stainless steel",/en/lots/saytoko-grand-luxe-lot-346-342?page=18,CHF,500,"1,000",237,"Chromium-plated metal and stainless steel, manual-winding, vertical oval-shaped, gentleman’s wristwatch, screwed case-back, light blue “sunburst” colour dial with digital display of the hours and minutes (at 9), centre-seconds and one horological complication: · Half-instantaneous date of the month (aperture at 3 o’clock)","Saytoko, Lengnau",,1970,unnumbered,,,,dial,,blue leather strap,“Grand Luxe”,stainless steel buckle,,,,chromium plated and stainless steel,47.2 mm.,33.7 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,SEIKO BACK TO THE FUTURE PLASTIC,/en/lots/seiko-ref-s111-5009-stopwatch-printer-lot-346-343?page=18,CHF,250,850,,"An unusual LCD stopwatch connected with a printer SP11-02, a similar model was used by Doc Brown in the movie Back to the Future.","Seiko, Japan",S111-5009,1980,3D1512,,,Quartz,"Dial, case and movement",,,Stopwatch Printer,,,travel ponch ,,Plastic ,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,Super Watch   Skeleton octagonal pocket watch; gilded metal,/en/lots/super-watch-lot-346-344?page=18,CHF,200,400,125,"Gilded metal, open-face, keyless-winding, octagonal-shaped, skeleton, pocket watch.","Super Watch, Switzerland",,1980,unnumbered,43.3 mm.,44.9 gr. (approx.),"16’’’, lever escapement, unadjusted",dial,unnumbered,,,,,,,gilded metal,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, SET OF SIX STEEL WRISTWATCHES QUARTZ, MODEL CHRONOGRAPH",/en/lots/swatch-chronograph-lot-346-345?page=18,CHF,350,650,162,"Unusual set of six Swatch chronograph, steel wristwatches quartz",Swatch,,1990,,,,,"Case, Dial and Movement",Quartz  ,,Chronograph,,,Fitted boxes,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, SET OF FIVE STEEL WRISTWATCHES QUARTZ",/en/lots/swatch-lot-346-346?page=18,CHF,150,250,75,"Set of five Swatch, steel wristwatches quartz ",Swatch,,1990,,,,,"Case, Dial and Movement",Quartz  ,,,,,Fitted boxes,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, DESIGNED BY VIVIENNE WESTWOOD, STEEL WRISTWATCH QUARTZ",/en/lots/swatch-vivienne-westwood-lot-346-347?page=18,CHF,250,450,212,"Original and limited edition model of swatch, designed by Vivienne Westwood, steel wristwatch quartz",Swatch,,1990,,,,,"Case, Dial and Movement",Quartz  ,,Vivienne Westwood,,,Original fitted Box and ad design document,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, “SOLEIL” ONE DESIGNED BY CHRISTIAN LACROIX, TWO DIFFERENT MODELS OF STEEL WRISTWATCHES QUARTZ",/en/lots/swatch-soleil-lot-346-348?page=18,CHF,250,450,200,"Original and limited edition swatch, one designed by Christian Lacroix, one inspired by Louis XIV, steel wristwatches quartz",Swatch,,1990,,,,,"Case, Dial and Movement",Quartz  ,,Soleil,,,Original fitted Box and ad design document,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, “CHANDELIER”, MURANO ATMOSPHERE, STEEL WRISTWATCH QUARTZ",/en/lots/swatch-chandelier-lot-346-349?page=18,CHF,200,350,137,"Original and limited edition swatch, “Chandelier”, Murano Atmosphere steel wristwatch quartz",Swatch,,1990,,,,,"Case, Dial and Movement",Quartz  ,,Chandelier,,,Original fitted Wine Box and ad design document,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, “FOLLOW THE LIGHT ”AND “EGG”, STEEL WRISTWATCHES QUARTZ",/en/lots/swatch-follow-the-light-and-egg-lot-346-350?page=18,CHF,150,200,87,"Original and limited edition swatch, “Follow the light” and “egg”, steel wristwatches quartz",Swatch,,1990,,,,,"Case, Dial and Movement",,,Follow the light and Egg,,,Original Fitted boxes,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"SWATCH, “TRÉSOR MAGIQUE”, STEEL WRISTWATCH AUTOMATIC",/en/lots/swatch-tresor-magique-lot-346-351?page=18,CHF,"1,300","2,600","1,500","Original and very special limited edition of swatch automatic, “Trésor Magique”, Order N°116, Steel wristwatch Automatic, crown in platinum.",Swatch,,1990,,,,,"Case, Dial and Movement",Automatic,,Trésor Magique,,,Original fitted box and “Titre d’acquisition”,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,SWATCH AUTOMATIC PLATINUM CASE,/en/lots/swatch-ref-12636-lot-346-352?page=18,CHF,"1,350","2,700","1,750","A fine, self winding, platinum, wristwatch",Swatch,12636,1993,,36 mm,,V8-E3A,"dial, case and movement",2840-P,original crocodile strap,,original stainless steel buckle,,"original box, warranty and another original plastic bracelet",,platinum,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"TAG HEUER, REF. CS111C-1, MICRO TIMER, STEEL",/en/lots/tag-heuer-ref-cs111c-1-micro-timer-lot-346-353?page=18,CHF,800,"1,400",625,"A fine, unusual, quartz, stainless steel multi-function wristwatch","TAG Heuer, Swiss",CS111C-1,,FL5546,38 mm.,,quartz,"Dial, case and movement signed",,rubber with a stainless steel Tag Heuer deployant clasp,Micro Timer,,,"original fitted box, warrantee card, instruction booklet",,stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"TAG Heuer   Self-winding, diver’s, chronograph, minute and hour counters, date; titanium",/en/lots/tag-heuer-lot-346-354?page=18,CHF,500,"1,000",,"Titanium, self-winding, “tonneau”-shaped, diver’s wristwatch, water-resistant screwed case-back, 60-minute graduated unidirectional revolving bezel for the decompression times, brown dial with subsidiary seconds at 12 and four horological complications: ·   1/10 second chronograph (activated by the two round-shaped push-pieces) ·   Half-instantaneous 30-minute counter (subsidiary dial at 9 o’clock) ·   12-hour counter (subsidiary dial at 6 o’clock) ·   Half-instantaneous date of the month (aperture at 3 o’clock)","TAG Heuer, Switzerland",,1990,120 206,36.4 mm.,,,"dial, case and movement",,brown leather strap,,stainless steel buckle,,,,titanium,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"TAG HEUER REF. CL2110, KIRIUM STAINLESS STEEL",/en/lots/tag-heuer-ref-cl2110-kirium-lot-346-355?page=18,CHF,400,600,525,"Fine stainless steel self-winding chronograph wristwatch with black dial, 3 registers and date.",TAG Heuer,CL2110,2000,AJ2733,39 mm,,,"Case, dial and movement",,Tag Heuer rubber with stainless steel deployant clasp,Kirium,,,,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,TAG HEUER REF. 875.206 CHRONOGRAPH,/en/lots/tag-heuer-ref-875-206-lot-346-356?page=18,CHF,600,"1,500",812,"Fine, stainless steel, self-winding chronograph wristwatch with gold plated calibrated bezel, 3 registers and date.","TAG Heuer, Switzerland",875.206,2009,,38 mm.,,"2892-2, 30 jewels","Dial, case and movement",,Leather,,,,Original box and guarantee,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,Tavannes Watch Co.   Art Deco pocket watch; silver,/en/lots/tavannes-lot-346-357?page=18,CHF,500,"1,000",262,"Silver (0.925), open-face, keyless-winding, round-shaped, pocket watch, with subsidiary seconds at 6.Case-back stamped with the portrait of Henri-Frédéric Sandoz (1853-1913), founder of the Tavannes Watch Co. (1895).White enamel dial, with suspended Arabic numerals; blued steel “Spade” hands.Movement 18’’’, rhodium-plated, going barrel, screwed-chatons (setting), straight-line lever escapement, uncut bimetallic compensated balance with poising screws and blued steel hairspring with terminal curve, polished steel index-regulator with swan-neck spring and micrometric screw.","Tavannes, Tavannes (Bernese Jura)",,1913,"26 (by Huguenin Frères, Le Locle)",50.7 mm.,,"915, 18’’’, straight-line lever escapement","dial, case and movement",unnumbered,,,,,,,silver,,98.6 gr. (approx.),
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,TAXI SALTARELLO,/en/lots/taxi-saltarello-lot-346-358?page=18,CHF,"1,050","2,700",,"A fine, manual winding, stainless steel wristwatch, three window dial “hours-minutes-seconds”",Taxi,,,,23 x 32 mm,,,"dial, case and movement",,,Saltarello,,,,,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,TECHNOS WORLD-WIDE,/en/lots/technos-ref-1407-technabird-lot-346-359?page=18,CHF,500,"1,000",200,"Fine, stainless steel, self winding, water resistant wirstwatch with day date indication.","Technos, Switzerland",1407,1970,5172673,37 X 37 mm.,,,"Dial, case and movement",,Leather,Technabird,Stainless steel Edox ,,,,Stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,TELDA by CHARLES NICOLET WATCH Co. CHRONOGRAPH GILDED_PLATED METAL AND STAINLESS STEEL,/en/lots/telda-lot-346-360?page=18,CHF,500,"1,000",500,"Chronograph, minute counter, “Antimagnetique”; gilded-plated metal and stainless steel.","Telda, Switzerland",,1950,,35 mm.,,Venus 188,Dial,,Leather,,,,,,gilded-plated metal and stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Tellus   Single-button early chronograph, minute counter; 18K yellow gold",/en/lots/tellus-lot-346-361?page=19,CHF,"1,200","2,400",,"18K yellow gold, manual-winding, round-shaped, gentleman’s wristwatch, hinged case-back, white enamel dial with subsidiary seconds at 9 and two horological complications: ·   1/5 second chronograph (activated by the single olive-shaped push-piece) with telemetric scale graduated for a kilometre and tachometric scale graduated in an Archimedean spiral for 360 units per hour ·   Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock)","Tellus, La Chaux-de-Fonds",,1920,"unnumbered (by Charles Kohli, Tramelan, Bernese Jura)",38.5 mm.,,"16’’’, lever escapement",dial,unnumbered,black leather strap,,gilded metal buckle,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"TISSOT, REF. 6547, WATERPROOF, BLACK DIAL, STEEL",/en/lots/tissot-ref-6547-2-lot-346-362?page=19,CHF,200,400,225,"A fine, self-winding, stainless steel waterproof wristwatch with black dial","Tissot, Swiss",6547/2,1950,,33 mm.,,"28.5-1, 17 jewels","Dial, case and movement signed",2125802,steel FixoFlex bracelet,,,,,,stainless steel ,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Tissot   Chronograph, minute and hour counters, calibre 17976 Lemania 27 CH; 14K yellow gold",/en/lots/tissot-lot-346-363?page=19,CHF,"1,500","3,000","1,875","14K yellow gold, manual-winding, “tonneau”-shaped, gentleman’s wristwatch, snap-on case-back, silver colour dial with suspended Arabic numerals (12) and dots, subsidiary seconds at 9 and three horological complications: · 1/5 second chronograph (activated by the two rectangular-shaped push-pieces located on the case-band), with tachometric scale graduated for 1 000 metres · Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock) · 12-hour counter (subsidiary dial at 6 o’clock)  Case-back engraved “Hochzeit / 14. Juni 1952”.","Tissot, Le Locle",,1950,"1 539 129 (by Gindraux S.A., La Chaux-de-Fonds)",,,17976 (based on Lemania 27 CH),"dial, case and movement",1 630 653,brown leather strap,,gilded metal buckle,,original fitted box,,14K yellow gold,41.5 mm.,34.9 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Tudor   Ref. 797, lady’s wristwatch; chromium-plated metal and stainless steel",/en/lots/tudor-ref-797-lot-346-364?page=19,CHF,200,400,,"Chromium-plated metal and stainless steel, manual-winding, vertical rectangular-shaped, lady’s wristwatch, snap-on case-back.","Tudor, Geneva",797,1950,623 150,,,"6’’’ x 8’’’ ½, lever escapement","dial, case and movement",unnumbered,black velvet Rolex strap,,stainless steel buckle,,,,chromium-plated metal and stainless steel,29.9 mm.,16.5 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Ultima Watch Co.   Chronograph, minute and hour counters, triple date  à guichets  (with apertures), moon phases, calibre Valjoux 886; 18K yellow gold",/en/lots/ultima-watch-co-lot-346-365?page=19,CHF,"3,500","7,000",,"18K yellow gold, manual-winding, round-shaped, gentleman’s wristwatch, fluted case-band, with sapphire-crystal snap-on case-back, two-tone silver dial with subsidiary seconds at 9 and seven horological complications: ·   1/5 second chronograph (activated by the two olive-shaped push-pieces) ·   Half-instantaneous 30-minute counter (subsidiary dial at 3 o’clock) ·   12-hour counter (subsidiary dial at 6 o’clock) ·   Half-instantaneous date of the month (exterior graduation with central hand) ·   Day of the week (aperture at 11 o’clock; indications given in German) ·   Month of the year (aperture at 1 o’clock; indications given in German) ·   Phases of the moon (aperture at 6 o’clock)","Ultima Watch Co., Switzerland",,1980,"unnumbered (by BGM Miserez S.A., Saignelégier, Jura)",,,"13’’’ (based on Valjoux 886 ebauche by Raymond Frères, Les Bioux, Vallée de Joux)",dial,unnumbered,black leather strap,,gilded metal buckle,36.4 mm.,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"ULYSSE NARDIN, DAY DATE",/en/lots/ulysse-nardin-ref-2101-lot-346-366?page=19,CHF,100,500,425,"Chromium-plated and stainless steel back, manual-winding, round-shaped, day date gentleman’s wristwatch, snap-on case-back, silver colour dial with subsidiary seconds at 6.","Ulysse Nardin, Switzerland",2101,1960,,,,,"Dial, case and movement",,,,Stainless steel ,,,,Chromium and stainless steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Ulysse Nardin   Pocket watch, Neuchâtel Cantonal Shooting Contest of 1906; silver",/en/lots/ulysse-nardin-montre-de-tir-tir-cantonal-a-neuchatel-1906-lot-346-367?page=19,CHF,"1,000","2,000","1,375","Silver, open-face, keyless-winding, round-shaped, pocket watch, with subsidiary seconds at 6.Case-back stamped with the coat-of-arms of Neuchâtel and oak leaves (made after the work of Louys Châtelain (1877-1947), Neuchâtel; stamped by Huguenin Frères, Le Locle); bezel inscribed “Tir Cantonal à Neuchâtel, 1906”; bezel pendant and bow with vine-branch decoration; silver cuvette (dome).  White enamel dial, with radial Roman numerals; blued steel “Arbalète” (crossbow) hands.  Movement 17’’’, gilded, going barrel, straight-line lever escapement, cut bimetallic compensated balance with gold poising screws and blued steel hairspring with terminal curve, polished steel index-regulator.","Ulysse Nardin, Le Locle",,1906,924,50.7 mm.,87.6 gr. (approx.),"17’’’, straight-line lever escapement",dial and movement,51 702,,"“Montre de tir” “Tir Cantonal à Neuchatel, 1906”",,,"original fitted box, Bulletin de Marche (signed H. Rosatti)",,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL UNI-COMPAX BIG EYE,/en/lots/universal-uni-compax-lot-346-368?page=19,CHF,"5,000","8,000","15,000","A fine and rare stainless steel self winding, wristwatch chronograph",Universal,,1967,,37 mm,,universal 125 valjoux 23,"dial, case and movement",,not original crocodile leather strap,Uni-Compax,original Universal steel buckle,,,,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Universal   Ref. 342002 / 1425, extra-thin, integrated bracelet, silver dial with “Saudi Arabia” emblem; 18K white gold",/en/lots/universal-lot-346-369?page=19,CHF,"1,600","3,200","3,750","18K white gold, manual-winding, round-shaped, gentleman’s wristwatch, snap-on case-back, silver colour dial with applied “Bâton” indexes and “Saudi Arabia” emblem at 12.","Universal, Geneva",,1970,"83 839 (by Manufacture Favre & Perret S.A., La Chaux-de-Fonds)",33 mm.,,42,"dial, case and movement",unnumbered,integrated 18K white gold Universal bracelet with deployant clasp,,,Length 180 mm. (approx.),original fitted box,,18K white gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"Universal   Ref. 448, slim pocket watch; 18K yellow gold",/en/lots/universal-ref-448-lot-346-370?page=19,CHF,"2,500","5,000",,"18K yellow gold, hunting-case, keyless-winding, round-shaped, slim pocket watch; silver colour dial with suspended Breguet numerals.  Cover and case-back polished.","Universal, Geneva",448,1980,"2 449 548 / 142 148 02 (by Manufacture Favre & Perret S.A., La Chaux-de-Fonds)",41.9 mm.,44.5 gr. (approx.),lever escapement,dial,,,,,,,,18K yellow gold,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"UNIVERSAL REF. 21301, TRIPLE CALENDAR STAINLESS STEEL",/en/lots/universal-ref-21301-triple-calendar-lot-346-371?page=19,CHF,"1,000","2,000","1,250","Fine and rare stainless steel manual winding wristwatch with silver dial. Day, date, month and subsidiary second at 9h.","Universal, Geneva",21301,1942,945198,33 mm,"38,39 gr. (approx.)",291,"Case, dial and movement",189407,Leather,Triple calendar,,,,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,Universal   Ref. 1-4246; so-called “Jumbo”; chromium-plated metal and stainless steel,/en/lots/universal-so-called-jumbo-lot-346-372?page=19,CHF,800,"1,600",450,"Chromium-plated metal and stainless steel, manual-winding, round-shaped, large gentleman’s wristwatch, snap-on case-back, silver colour dial with subsidiary seconds at 6.","Universal, Geneva",,1940,"979 (by Cyma Watch Co., Le Locle, Ref. 1-4246)",,,"262, 11’’’ ½","dial, case and movement",184 775,black leather strap,so-called “Jumbo”,stainless steel buckle,,,,chromium-plated and stainless steel,42.6 mm.,33.5 mm.,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL GENEVE,/en/lots/universal-geneve-lot-346-373?page=19,CHF,450,650,,"A fine stainless steel, manual winding wrist watch with grey dial",Universal Genève,,,,23 mm,,cal 56,"dial, case and movement",,not original leather strap,,not original steel,,,,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL GENEVE POLEROUTER,/en/lots/universal-geneve-ref-20367-1-polerouter-lot-346-374?page=19,CHF,650,850,"1,062","A fine, stainless steel self winding wristwatch",Universal Genève,20367/1,,2043735,33 mm,,,"dial, case and movement",,not original leather strap,Polerouter,not original steel,,,,steel,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL GENEVE,/en/lots/universal-geneve-lot-346-375?page=19,CHF,650,850,,"A fine stainless steel, self winding wrist watch with Breguet arabic index",Universal Genève,,,20002,33 mm,,138,,,not original leather strap,,not original steel,,,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL GENEVE BI TONAL DIAL,/en/lots/universal-geneve-ref-206510-lot-346-376?page=19,CHF,850,"1,300",,"A fine stainless steel, manual winding wristwatch whit bi tonal dial",Universal Genève,206510,,20814/995651,31 mm,,332,"dial, case and movement",,not original lizard leather strap,,not original steel,,,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,UNIVERSAL GENEVE CAPSULATO TRI COMPAX,/en/lots/universal-geneve-ref-20367-1-tri-compax-lot-346-377?page=19,CHF,"3,000","5,000",,"A fine, wristwatch chronograph with moon phases, manual winding",Universal Genève,20367/1,1960,1382613,33 mm,,,"dial, case and movement",,not original crocodile leather strap,Tri-compax,original Universal gold plated,,,,,,,
"Jan 03, 2022 ",Geneva,Only Online Auction,/en/auctions/geneva-03-01-2022/lots,"UNIVERSAL, REF. 22539, TRI-COMPAX",/en/lots/universal-geneve-ref-22539-tri-compax-lot-346-378?page=19,CHF,"1,500","2,500","5,250","A fine, attractive, manual wind, stainless steel triple date chronograph with moonphase","Universal Genève, Swiss",22539,1965,1010273,37 mm.,,"287, 17 jewels ","Dial, case and movement signed",,,Tri-Compax,,,,,stainless steel,,,
